"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","5317","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","5","1","1","6.923990","0","19"
"/Game/BP/cupboard/Materials/Red_Light_Emissive.Red_Light_Emissive","0","16","16","1","141.600464","0","21"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","8","9","1","10.249456","0","16"
"/Game/BP/cupboard/Materials/Green_Light_Emissive.Green_Light_Emissive","0","16","16","1","0.000000","0","21"
"/Game/VRE/Grippables/Misc/Examples/Button/Green.Green","0","16","16","1","0.000000","0","21"
"/Game/cupboard/Materials/Indicator_Emission.Indicator_Emission","0","16","16","1","0.000000","0","21"
"/Game/BP/cupboard/Materials/Orange_Light_Emissive.Orange_Light_Emissive","0","16","16","1","0.000000","0","21"
"","0","1","0","1","0.000000","47","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","6","6","1","7.893498","0","11"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","6","6","1","7.555655","0","9"
"/Game/GDXR_VR_Template/Materials/GridMaterials/M_GridRotation.M_GridRotation","0","28","18","1","270.439575","0","77"
"/Game/UltraDynamicSky/Materials/Space/Space_Planet_Mat.Space_Planet_Mat","0","264","36","8","1273.546143","0","3401"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","20","1","1","130.454544","0","267"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","8","1","1","10.443346","0","48"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","8","1","1","10.392301","0","43"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","5","1","1","7.033373","0","19"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","5","1","1","0.000000","0","19"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","94","1","1","617.209839","0","3968"
"/Interchange/gltf/M_Default.M_Default","0","143","11","6","1065.996460","0","1252"
"/Game/Materials/RalMats/RAL_2011.RAL_2011","0","16","1","1","150.600418","0","119"
"/Game/GDXR_VR_Template/DemoContent/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","56","4","2","496.268677","0","597"
"/Game/Materials/RalMats/RAL_2008.RAL_2008","0","16","1","1","0.000000","0","119"
"/Game/Materials/RalMats/RAL_1021.RAL_1021","0","28","1","1","110.771431","0","297"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","29","7","1","169.366440","0","228"
"/MovieRenderPipeline/Materials/MoviePipeline_StencilCutout.MoviePipeline_StencilCutout","0","17","8","1","15.588934","0","142"
