"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","5","1","0.000000","0","0"
"/OpenXR/Devices/M_XRController.M_XRController","0","0","48","3","0.000000","0","64"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","9","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Green_Light_Emissive.Green_Light_Emissive","0","0","16","1","0.000000","0","0"
"/Game/cupboard/Materials/Red_Light_Emissive.Red_Light_Emissive","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Orange_Light_Emissive.Orange_Light_Emissive","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Indicator_Emission.Indicator_Emission","0","0","16","1","0.000000","0","0"
"/Game/VRE/Grippables/Misc/Examples/Button/Green.Green","0","0","16","1","0.000000","0","0"
"/Game/GDXR_VR_Template/Materials/WidgetMaterials/M_Widget3DPassThrough.M_Widget3DPassThrough","0","0","6","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Material_009.Material_009","0","0","16","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Space/Space_Planet_Mat.Space_Planet_Mat","0","0","272","8","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","68","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","22","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","6","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/2D_Cloud_Shadows.2D_Cloud_Shadows","0","0","40","2","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","9","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Dust_ParticleMat.Dust_ParticleMat","0","0","24","2","0.000000","0","48"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","8","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Screen_Droplets.Screen_Droplets","0","0","6","1","0.000000","0","12"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","5","1","0.000000","0","0"
"/Game/GDXR_VR_Template/Materials/GridMaterials/M_GridRotation.M_GridRotation","0","0","28","1","0.000000","0","0"
"/Game/GDXR_VR_Template/DemoContent/ControlRig/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","64","2","0.000000","0","32"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","31","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Volumetric_Clouds.Volumetric_Clouds","0","0","284","4","0.000000","0","852"
"/Game/BP/cupboard/Materials/Material_007.Material_007","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Material_014.Material_014","0","0","16","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/BP/Materials/M_White.M_White","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/BP/Materials/M_Botton.M_Botton","0","0","16","1","0.000000","0","0"
"/Game/cupboard/Materials/RAL_9011.RAL_9011","0","0","16","1","0.000000","0","16"
"/Game/StaticObject/19_IronConcrete/Concrete_Area.Concrete_Area","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/19_IronConcrete/Concrete_Foundation.Concrete_Foundation","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Props/Isolated_Cable.Isolated_Cable","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/BP/Materials/M_Black.M_Black","0","0","16","1","0.000000","0","0"
"/Game/cupboard/ZRU_Cell_DOOR/M_White_002.M_White_002","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/17_fence/RAL_9011.RAL_9011","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/19_IronConcrete/RAL_7036.RAL_7036","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Rubber.Rubber","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/VoltIndicator/Blue_Indicator.Blue_Indicator","0","0","16","1","0.000000","0","0"
"/Game/BP/Door1264/Color.Color","0","0","16","1","0.000000","0","0"
"/Game/BP/Door1264/Clear_Metal.Clear_Metal","0","0","16","1","0.000000","0","0"
"/Game/BP/Door1264/RAL_9011.RAL_9011","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/BP/ZRU_BUTTON/M_Black.M_Black","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Props/Stainless_Steel.Stainless_Steel","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/Cupboard/1-6Y/RAL_9003.RAL_9003","0","0","16","1","0.000000","0","0"
"/Game/VRE/Grippables/Misc/Examples/Microphone/black_mate_plastic.black_mate_plastic","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/ScenarioObject/Camera/Material_001.Material_001","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/ScenarioObject/Camera/Material_006.Material_006","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/ScenarioObject/Camera/Material_002.Material_002","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/ScenarioObject/Camera/Material.Material","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/ScenarioObject/Camera/Material_005.Material_005","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/ScenarioObject/Camera/Material_003.Material_003","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/ScenarioObject/Camera/Material_004.Material_004","0","0","16","1","0.000000","0","0"
"/Game/BP/All_key/RAL_7036.RAL_7036","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/17_fence/RAL_9003.RAL_9003","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/01_transformer/RAL_3020.RAL_3020","0","0","16","1","0.000000","0","0"
"/Game/BP/All_key/Stainless_Steel.Stainless_Steel","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/BP/Materials/M_Body.M_Body","0","0","16","1","0.000000","0","0"
"/Game/cupboard/Materials/RAL_9003.RAL_9003","0","0","16","1","0.000000","0","0"
"/Game/cupboard/Materials/Red_Light.Red_Light","0","0","16","1","0.000000","0","0"
"/Game/cupboard/ZRU_1000/M_RED_002.M_RED_002","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/17_fence/Rubber.Rubber","0","0","16","1","0.000000","0","0"
"/Game/VRE/Level/Car/VehicleBP/Sedan/Yellow.Yellow","0","0","16","1","0.000000","0","0"
"/Game/BP/Not_Include/Material_003.Material_003","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Display.Display","0","0","16","1","0.000000","0","0"
"/Game/BP/All_key/TextPlace_Birka.TextPlace_Birka","0","0","16","1","0.000000","0","0"
"/Game/BP/All_key/Plastic.Plastic","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Props/Rubber.Rubber","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/DopObject/Poster_is_grounded/Material_002.Material_002","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/DopObject/Poster_is_grounded/Material.Material","0","0","16","1","0.000000","0","0"
"/Game/cupboard/RAS/Material_007.Material_007","0","0","16","1","0.000000","0","0"
"/Game/cupboard/RAS/Material_004.Material_004","0","0","16","1","0.000000","0","0"
"/Game/cupboard/RAS/Material.Material","0","0","16","1","0.000000","0","0"
"/Game/cupboard/RAS/Material_008.Material_008","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/02_08_3_4_Block/02_08/Isolator_Porcelain_Gray.Isolator_Porcelain_Gray","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/KRUN/Materials/GREEN.GREEN","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/KRUN/Materials/WHITE.WHITE","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/KRUN/Materials/RED.RED","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Material_010.Material_010","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/01_Transformator/???_?_????_?????????.???_?_????_?????????","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Orange_Light.Orange_Light","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/01_Transformator/?????_?_????_?????????.?????_?_????_?????????","0","0","16","1","0.000000","0","0"
"/Game/OP_Dop/BP/ZRU_SWITCH/New/M_VMetr_PZ195U_BODY.M_VMetr_PZ195U_BODY","0","0","16","1","0.000000","0","0"
"/Game/StaticObject/DopObject/BlockKey/Material.Material","0","0","16","1","0.000000","0","0"
"/Game/cupboard/RAL_9003.RAL_9003","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Green_Light.Green_Light","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Indicator.Indicator","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/RAL_9012.RAL_9012","0","0","16","1","0.000000","0","0"
"/Game/cupboard/Materials/Plastic.Plastic","0","0","16","1","0.000000","0","16"
"/Game/MyContent/Dynamic/3/3_1/RAL_9003.RAL_9003","0","0","16","1","0.000000","0","0"
"/Game/BP/cupboard/Materials/Material_001.Material_001","0","0","16","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","6","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Ultra_Dynamic_Sky_Mat.Ultra_Dynamic_Sky_Mat","0","0","170","34","0.000000","0","550"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","6","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","18","1","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","148","6","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","32","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","20","1","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","148","6","0.000000","0","0"
"/Game/OP_Dop/BP/Materials/M_Black_2.M_Black_2","0","0","16","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/WOV_Target_Brush.WOV_Target_Brush","0","0","6","1","0.000000","0","0"
"/Game/Materials/POM_Materials/Grass.Grass","0","0","28","1","0.000000","0","28"
"/Game/Materials/POM_Materials/Snow.Snow","0","0","28","1","0.000000","0","28"
"/Game/Materials/POM_Materials/Snow_env.Snow_env","0","0","28","1","0.000000","0","28"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","148","6","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","36","1","0.000000","0","0"
"/Game/OP_Dop/BP/Materials/Light_emessive.Light_emessive","0","0","16","1","0.000000","0","0"
