"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","4246","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","9.220065","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","1","1","12.833902","0","21"
"","0","1","0","1","0.000000","56","0"
"/Game/BP/cupboard/Materials/Red_Light_Emissive.Red_Light_Emissive","0","12","12","1","236.837875","0","12"
"/Game/cupboard/Materials/Green_Light_Emissive.Green_Light_Emissive","0","12","12","1","0.000000","0","12"
"/Game/BP/cupboard/Materials/Indicator_Emission.Indicator_Emission","0","12","12","1","0.000000","0","12"
"/Game/VRE/Grippables/Misc/Examples/Button/Green.Green","0","12","12","1","0.000000","0","12"
"/Game/BP/cupboard/Materials/Orange_Light_Emissive.Orange_Light_Emissive","0","12","12","1","0.000000","0","12"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","1","1","8.201649","0","8"
"/OpenXR/Devices/M_XRController.M_XRController","0","36","19","3","674.284485","0","151"
"/Game/Materials/fency/Fency/Fencing_Net/Fencing_Net-opacity_Mat.Fencing_Net-opacity_Mat","0","40","31","1","464.356049","0","116"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","24","6","99.927040","0","173"
"/Game/BP/cupboard/Materials/Material_009.Material_009","0","12","12","1","212.329468","0","23"
"/Game/GDXR_VR_Template/Materials/WidgetMaterials/M_Widget3DPassThrough.M_Widget3DPassThrough","0","3","3","1","0.000000","0","3"
"/Game/UltraDynamicSky/Materials/Weather/DLWE_Brush.DLWE_Brush","0","9","7","3","19.319742","0","16"
"/Game/UltraDynamicSky/Materials/Space/Space_Planet_Mat.Space_Planet_Mat","0","224","48","8","2137.600830","0","1852"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","8.812633","0","3"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","16","3","1","239.172638","0","50"
"/Interchange/Materials/PBRSurfaceMaterial_MR.PBRSurfaceMaterial_MR","0","12","12","1","215.698746","0","12"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","8.199777","0","3"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","12.246021","0","8"
"/Game/GDXR_VR_Template/DemoContent/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","42","7","2","780.816467","0","313"
"/Game/UltraDynamicSky/Materials/Volumetric_Clouds.Volumetric_Clouds","0","272","84","4","17132.820312","816","12336"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","25","3","1","271.396515","0","120"
"/Interchange/gltf/M_Unlit.M_Unlit","0","45","16","6","102.992386","0","287"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","1","1","10.735051","0","19"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","6.347970","0","3"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","1","1","8.182780","0","8"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","2","2","1","0.000000","0","3"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","2","1","9.339730","0","51"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","1","1","27.925762","0","80"
"/Game/GDXR_VR_Template/Materials/GridMaterials/M_GridRotation.M_GridRotation","0","21","4","1","378.264130","0","70"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","1","1","421.700836","0","323"
"/Game/GDXR_VR_Template/DemoContent/ControlRig/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","52","5","2","972.579102","0","686"
"/Game/BP/Not_Include/Material_003.Material_003","0","12","1","1","196.209412","0","45"
"/Game/cupboard/Materials/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/VoltIndicator/Blue_Indicator.Blue_Indicator","0","12","1","1","0.000000","0","45"
"/Game/BP/All_key/TextPlace_Birka.TextPlace_Birka","0","12","1","1","0.000000","0","45"
"/Game/BP/All_key/Plastic.Plastic","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Props/Rubber.Rubber","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/DopObject/Poster_is_grounded/Material_002.Material_002","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/DopObject/Poster_is_grounded/Material.Material","0","12","1","1","0.000000","0","53"
"/Game/cupboard/RAS/Material_007.Material_007","0","12","1","1","0.000000","0","45"
"/Game/cupboard/RAS/Material_004.Material_004","0","12","1","1","0.000000","0","45"
"/Game/cupboard/RAS/Material.Material","0","12","1","1","0.000000","0","45"
"/Game/cupboard/RAS/Material_008.Material_008","0","12","1","1","0.000000","0","45"
"/Game/cupboard/Materials/Plastic.Plastic","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/DopObject/BlockKey/Material.Material","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/ScenarioObject/Camera/Material_001.Material_001","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/02_08_3_4_Block/02_08/Isolator_Porcelain_Gray.Isolator_Porcelain_Gray","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/KRUN/Materials/GREEN.GREEN","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/KRUN/Materials/WHITE.WHITE","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/KRUN/Materials/RED.RED","0","12","1","1","0.000000","0","45"
"/Game/cupboard/Materials/Material_010.Material_010","0","12","1","1","0.000000","0","45"
"/Game/cupboard/ZRU_1000/M_RED_002.M_RED_002","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/19_IronConcrete/Concrete_Area.Concrete_Area","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/ScenarioObject/Camera/Material_006.Material_006","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/ScenarioObject/Camera/Material_002.Material_002","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/RAL_9011.RAL_9011","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/01_Transformator/?????_?_????_?????????.?????_?_????_?????????","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/01_Transformator/???_?_????_?????????.???_?_????_?????????","0","12","1","1","0.000000","0","54"
"/Game/MyContent/Dynamic/3/3_1/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/Material_001.Material_001","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/ScenarioObject/Camera/Material.Material","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/ScenarioObject/Camera/Material_005.Material_005","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/ScenarioObject/Camera/Material_003.Material_003","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/ScenarioObject/Camera/Material_004.Material_004","0","12","1","1","0.000000","0","45"
"/Game/cupboard/Materials/Green_Light.Green_Light","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/19_IronConcrete/Concrete_Foundation.Concrete_Foundation","0","12","1","1","0.000000","0","45"
"/Game/BP/All_key/RAL_7036.RAL_7036","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/Indicator.Indicator","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/RAL_9012.RAL_9012","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Props/Stainless_Steel.Stainless_Steel","0","12","1","1","0.000000","0","45"
"/Game/VRE/Grippables/Misc/Examples/Microphone/black_mate_plastic.black_mate_plastic","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/Display.Display","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/Material_007.Material_007","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/Material_014.Material_014","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/Orange_Light.Orange_Light","0","12","1","1","0.000000","0","45"
"/Game/cupboard/ZRU_Cell_DOOR/M_White_002.M_White_002","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/BP/Materials/M_Botton.M_Botton","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Materials/Rubber.Rubber","0","12","1","1","0.000000","0","45"
"/Game/BP/cupboard/Props/Isolated_Cable.Isolated_Cable","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/17_fence/RAL_9011.RAL_9011","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/17_fence/Rubber.Rubber","0","12","1","1","0.000000","0","45"
"/Game/VRE/Level/Car/VehicleBP/Sedan/Yellow.Yellow","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/19_IronConcrete/RAL_7036.RAL_7036","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/17_fence/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","45"
"/Game/BP/Door1264/Color.Color","0","12","1","1","0.000000","0","45"
"/Game/BP/Door1264/Clear_Metal.Clear_Metal","0","12","1","1","0.000000","0","45"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","1","1","0.000000","0","45"
"/Game/BP/Door1264/RAL_9011.RAL_9011","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/BP/ZRU_BUTTON/M_Black.M_Black","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/BP/Materials/M_White.M_White","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/BP/ZRU_SWITCH/New/M_VMetr_PZ195U_BODY.M_VMetr_PZ195U_BODY","0","12","1","1","0.000000","0","52"
"/Game/cupboard/Materials/Red_Light.Red_Light","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/01_transformer/RAL_3020.RAL_3020","0","12","1","1","0.000000","0","45"
"/Game/BP/All_key/Stainless_Steel.Stainless_Steel","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/BP/Materials/M_Body.M_Body","0","12","1","1","0.000000","0","45"
"/Game/OP_Dop/BP/Materials/M_Black.M_Black","0","12","1","1","0.000000","0","45"
"/Game/StaticObject/Cupboard/1-6Y/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","45"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","16","9","1","16.740917","0","56"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","3","1","8.853361","0","3"
"/Game/UltraDynamicSky/Materials/Weather/WOV_Target_Brush.WOV_Target_Brush","0","3","3","1","6.494140","0","3"
"/Game/OP_Dop/BP/Materials/M_Black_2.M_Black_2","0","12","1","1","208.994980","0","38"
"/Game/UltraDynamicSky/Materials/Ultra_Dynamic_Sky_Mat.Ultra_Dynamic_Sky_Mat","0","52","52","26","802.236633","164","438"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","29","6","1","95.470551","0","154"
"/Game/OP_Dop/BP/Materials/Light_emessive.Light_emessive","0","12","1","1","210.131683","0","74"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","119","15","6","1777.447754","0","999"
"/Interchange/gltf/M_Transmission.M_Transmission","0","42","6","2","1046.066650","0","197"
"/Game/Materials/NonMetal/Concrete_Area1.Concrete_Area1","0","21","2","1","390.286591","0","178"
"/Game/Materials/NonMetal/Isolator_Porcelain_White.Isolator_Porcelain_White","0","21","1","1","394.852234","0","148"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","1","1","751.332764","0","1061"
"/Game/OP_Dop/BP/Materials/Stainless_Steel.Stainless_Steel","0","24","2","1","434.819275","0","169"
"/Game/GDXR_VR_Template/Materials/SolidColours/M_ScreenFade.M_ScreenFade","0","10","3","1","11.440047","0","34"
"/Game/GDXR_VR_Template/Materials/M_VRCursor.M_VRCursor","0","2","2","1","6.439672","0","3"
"/Game/GDXR_VR_Template/Materials/M_HolsetMaterial.M_HolsetMaterial","0","6","1","1","13.465299","0","17"
"/Game/Materials/Plastic/GrayPlastic.GrayPlastic","0","18","4","1","356.017883","0","95"
"/Game/Materials/Plastic/OrangePlastic.OrangePlastic","0","18","2","1","363.140442","0","153"
"/Game/Materials/Plastic/BlackPlastic.BlackPlastic","0","12","1","1","220.073547","0","33"
