"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","4246","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","8.051920","0","3"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","2","1","21.685310","0","24"
"","0","1","0","1","0.000000","56","0"
"/Game/cupboard/Materials/Green_Light_Emissive.Green_Light_Emissive","0","12","12","1","355.413544","0","19"
"/Game/VRE/Grippables/Misc/Examples/Button/Green.Green","0","12","12","1","0.000000","0","19"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","1","1","9.722445","0","8"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","1","1","11.345921","0","8"
"/Game/BP/cupboard/Materials/Indicator_Emission.Indicator_Emission","0","12","12","1","0.000000","0","19"
"/Game/BP/cupboard/Materials/Red_Light_Emissive.Red_Light_Emissive","0","12","12","1","0.000000","0","19"
"/Game/BP/cupboard/Materials/Orange_Light_Emissive.Orange_Light_Emissive","0","12","12","1","0.000000","0","19"
"/OpenXR/Devices/M_XRController.M_XRController","0","36","15","3","774.462585","0","115"
"/Game/cupboard/Materials/Material_009.Material_009","0","12","9","1","349.101868","0","35"
"/Game/Materials/fency/Fency/Fencing_Net/Fencing_Net-opacity_Mat.Fencing_Net-opacity_Mat","0","40","35","1","675.405334","0","165"
"/Game/UltraDynamicSky/Materials/Weather/DLWE_Brush.DLWE_Brush","0","9","5","3","27.073421","0","20"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","28","6","87.911850","0","245"
"/Game/GDXR_VR_Template/Materials/WidgetMaterials/M_Widget3DPassThrough.M_Widget3DPassThrough","0","3","3","1","0.000000","0","5"
"/Game/UltraDynamicSky/Materials/Space/Space_Planet_Mat.Space_Planet_Mat","0","224","44","8","2187.797852","0","1911"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","1","1","12.777165","0","8"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","16","3","1","324.324127","0","104"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","2","2","1","8.961831","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","1","1","11.670733","0","8"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Game/Materials/POM_Materials/Grass.Grass","0","21","1","1","830.349487","21","279"
"/Game/GDXR_VR_Template/DemoContent/ControlRig/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","52","5","2","1502.085693","0","677"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","25","2","1","354.151001","0","347"
"/Game/Materials/POM_Materials/Snow.Snow","0","21","6","1","833.709717","21","154"
"/Game/Materials/POM_Materials/Snow_env.Snow_env","0","21","6","1","0.000000","21","154"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","22.327646","0","10"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","5","1","19.553711","0","7"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","2","1","25.822525","0","25"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","3","1","0.000000","0","4"
"/Game/Materials/RalMats/RAL_2008.RAL_2008","0","12","1","1","340.723419","0","87"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","1","1","43.174454","0","68"
"/Game/GDXR_VR_Template/Materials/GridMaterials/M_GridRotation.M_GridRotation","0","21","2","1","640.720459","0","163"
"/Interchange/gltf/M_Unlit.M_Unlit","0","45","25","6","146.437332","0","218"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","3","1","662.705200","0","208"
"/Game/Materials/RalMats/RAL_2011.RAL_2011","0","12","8","1","0.000000","0","54"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","16","1","1","27.504993","0","151"
"/Game/StaticObject/VoltIndicator/Blue_Indicator.Blue_Indicator","0","12","1","1","320.540680","0","56"
"/Game/StaticObject/ScenarioObject/Camera/Material_001.Material_001","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/ScenarioObject/Camera/Material_006.Material_006","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/ScenarioObject/Camera/Material_002.Material_002","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/ScenarioObject/Camera/Material.Material","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/ScenarioObject/Camera/Material_005.Material_005","0","12","1","1","0.000000","0","64"
"/Game/StaticObject/ScenarioObject/Camera/Material_003.Material_003","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/ScenarioObject/Camera/Material_004.Material_004","0","12","1","1","0.000000","0","56"
"/Game/BP/All_key/RAL_7036.RAL_7036","0","12","1","1","0.000000","0","56"
"/Game/BP/cupboard/Props/Stainless_Steel.Stainless_Steel","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/19_IronConcrete/Concrete_Foundation.Concrete_Foundation","0","12","1","1","0.000000","0","56"
"/Game/cupboard/Materials/Plastic.Plastic","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/DopObject/BlockKey/Material.Material","0","12","1","1","0.000000","0","56"
"/Game/MyContent/Dynamic/3/3_1/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/17_fence/Rubber.Rubber","0","12","1","1","0.000000","0","56"
"/Game/VRE/Level/Car/VehicleBP/Sedan/Yellow.Yellow","0","12","1","1","0.000000","0","56"
"/Game/BP/Not_Include/Material_003.Material_003","0","12","1","1","0.000000","0","56"
"/Game/cupboard/Materials/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","56"
"/Game/BP/cupboard/Materials/Material_001.Material_001","0","12","1","1","0.000000","0","56"
"/Game/cupboard/ZRU_Cell_DOOR/M_White_002.M_White_002","0","12","1","1","0.000000","0","56"
"/Game/BP/cupboard/Materials/Display.Display","0","12","1","1","0.000000","0","56"
"/Game/BP/All_key/TextPlace_Birka.TextPlace_Birka","0","12","1","1","0.000000","0","56"
"/Game/BP/All_key/Plastic.Plastic","0","12","1","1","0.000000","0","56"
"/Game/BP/cupboard/Props/Rubber.Rubber","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/DopObject/Poster_is_grounded/Material_002.Material_002","0","12","1","1","0.000000","0","56"
"/Game/cupboard/Materials/RAL_9012.RAL_9012","0","12","1","1","0.000000","0","56"
"/Game/cupboard/Materials/Red_Light.Red_Light","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/01_transformer/RAL_3020.RAL_3020","0","12","1","1","0.000000","0","56"
"/Game/BP/All_key/Stainless_Steel.Stainless_Steel","0","12","1","1","0.000000","0","56"
"/Game/BP/cupboard/Materials/Material_007.Material_007","0","12","1","1","0.000000","0","56"
"/Game/BP/cupboard/Materials/Material_014.Material_014","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/DopObject/Poster_is_grounded/Material.Material","0","12","1","1","0.000000","0","56"
"/Game/cupboard/RAS/Material_007.Material_007","0","12","1","1","0.000000","0","56"
"/Game/cupboard/RAS/Material_004.Material_004","0","12","1","1","0.000000","0","56"
"/Game/cupboard/RAS/Material.Material","0","12","1","1","0.000000","0","56"
"/Game/cupboard/RAS/Material_008.Material_008","0","12","1","1","0.000000","0","56"
"/Game/VRE/Grippables/Misc/Examples/Microphone/black_mate_plastic.black_mate_plastic","0","12","1","1","0.000000","0","56"
"/Game/BP/cupboard/Materials/Orange_Light.Orange_Light","0","12","1","1","0.000000","0","56"
"/Game/OP_Dop/BP/Materials/M_Body.M_Body","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/17_fence/RAL_9003.RAL_9003","0","12","1","1","0.000000","0","56"
"/Game/StaticObject/02_08_3_4_Block/02_08/Isolator_Porcelain_Gray.Isolator_Porcelain_Gray","0","12","1","1","0.000000","0","56"
"/Game/OP_Dop/KRUN/Materials/GREEN.GREEN","0","12","1","1","0.000000","0","56"
"/Game/OP_Dop/KRUN/Materials/WHITE.WHITE","0","12","1","1","0.000000","0","56"
"/Game/OP_Dop/KRUN/Materials/RED.RED","0","12","1","1","0.000000","0","56"
"/Game/cupboard/Materials/Material_010.Material_010","0","12","1","1","0.000000","0","56"
"/Game/cupboard/ZRU_1000/M_RED_002.M_RED_002","0","12","1","1","0.000000","0","56"
